romeo_id	publisher_name	publisher_alias	link_type	link_url
2995	Edusoft		Policy	https://www.edusoft.ro/brain/index.php/libri/about/submissions#copyrightNotice
1736	Edward Elgar Publishing		Self-archiving Policy	http://www.elgaronline.com/fileasset/assets/Policy_Self_archiving.pdf
1736	Edward Elgar Publishing		Example Copyright Transfer Agreement	http://www.elgaronline.com/staticfiles/assets/JHRE_Contributor_Agreement_2012.pdf
2661	Egede Instituttet		Policy	http://egede.mf.no/v%C3%A5re-retningslinjer-%C3%A5pen-tilgang-publisering
1964	Eisenbrauns		Policy	https://www.eisenbrauns.org/Journals/jnls_policies.html
90	Electrochemical Society		Policy	http://www.electrochem.org/oa/#green
652	Electronic Journal of Analytical Philosophy		Policy	http://ejap.louisiana.edu/copyright.agreement.html
1739	Electronic Journal of Combinatorics		Policy	http://www.combinatorics.org/ojs/index.php/eljc/about/submissions#copyrightNotice
2506	Electronics and Telecommunications Research Institute	ETRI	Policy	https://etrij.etri.re.kr/etrij/journal/about/authors/downloadForm.do
1712	Elektroniczna BIBlioteka	EBIB Association	Example Policy	http://open.ebib.pl/ojs/index.php/ebib/about/submissions#copyrightNotice
2156	Eleven International Publishing		Policy	http://www.boomuitgeversdenhaag.nl/open_access
1501	eLife Sciences Publications		Policy	https://elifesciences.org/terms-and-conditions-of-use
2138	ELK Education Consultants		Policy	http://www.elkjournals.com/openaccess.asp
2452	Elmer Press		Policy	http://www.jocmr.org/index.php/jocmr/about/submissions#copyrightNotice
30	Elsevier		Unleashing the power of academic sharing	http://www.elsevier.com/connect/elsevier-updates-its-policies-perspectives-and-services-on-article-sharing
30	Elsevier		Sharing Policy	http://www.elsevier.com/about/company-information/policies/sharing
30	Elsevier		Sharing and Hosting Policy FAQ	https://www.elsevier.com/about/our-business/policies/sharing/policy-faq
30	Elsevier		Green open access	http://www.elsevier.com/about/open-access/green-open-access
30	Elsevier		Journal Embargo Period List	https://www.elsevier.com/__data/assets/pdf_file/0005/78476/external-embargo-list.pdf
30	Elsevier		Journal Embargo List for UK Authors<a/> - <a href=https://www.elsevier.com/about/our-business/policies/sharing/how-to-attach-a-user-license>Attaching a User License	https://www.elsevier.com/__data/assets/pdf_file/0011/78473/EmbargoPeriods_Dec2017.pdf
30	Elsevier		Funding Body Agreements	https://www.elsevier.com/about/open-science/open-access/agreements
131	Elsevier	Cell Press	Policy	http://www.cell.com/rights-sharing-embargoes
990	Elsevier España	Elsevier Doyma	Unleashing the power of academic sharing	http://www.elsevier.com/connect/elsevier-updates-its-policies-perspectives-and-services-on-article-sharing
990	Elsevier España	Elsevier Doyma	Sharing Policy	http://www.elsevier.com/about/company-information/policies/sharing
990	Elsevier España	Elsevier Doyma	Sharing and Hosting Policy FAQ	http://www.elsevier.com/about/policies/policy-faq
990	Elsevier España	Elsevier Doyma	Green open access	http://www.elsevier.com/about/open-access/green-open-access
990	Elsevier España	Elsevier Doyma	Journal Embargo Period List	https://www.elsevier.com/__data/assets/pdf_file/0005/78476/external-embargo-list.pdf
990	Elsevier España	Elsevier Doyma	Journal Embargo List for UK Authors<a/> - <a href=http://www.elsevier.com/about/company-information/policies/sharing/how-to-attach-a-user-license>Attaching a User License	https://www.elsevier.com/__data/assets/pdf_file/0011/78473/EmbargoPeriods_2.pdf
990	Elsevier España	Elsevier Doyma	Funding Body Agreements	http://www.elsevier.com/about/open-access/open-access-policies/funding-body-agreements
265	Elsevier Masson		Unleashing the power of academic sharing	http://www.elsevier.com/connect/elsevier-updates-its-policies-perspectives-and-services-on-article-sharing
265	Elsevier Masson		Sharing Policy	http://www.elsevier.com/about/company-information/policies/sharing
265	Elsevier Masson		Sharing and Hosting Policy FAQ	http://www.elsevier.com/about/policies/policy-faq
265	Elsevier Masson		Green open access	http://www.elsevier.com/about/open-access/green-open-access
265	Elsevier Masson		Journal Embargo Period List	https://www.elsevier.com/__data/assets/pdf_file/0005/78476/external-embargo-list.pdf
265	Elsevier Masson		Journal Embargo List for UK Authors<a/> - <a href=http://www.elsevier.com/about/company-information/policies/sharing/how-to-attach-a-user-license>Attaching a User License	https://www.elsevier.com/__data/assets/pdf_file/0011/78473/EmbargoPeriods_Dec2017.pdf
265	Elsevier Masson		Funding Body Agreements	http://www.elsevier.com/about/open-access/open-access-policies/funding-body-agreements
2880	Elyns Group		Policy	http://www.elynsgroup.com/copyrights
2453	EMAJ		Policy	http://emajartjournal.com/about/about-emaj/
2656	Emanuscript Services		Policy	http://emanuscript.in/node/9
1671	EmásF		Policy	http://emasf.webcindario.com/normas_publicacion_EmasF.htm
1856	EMBO Press		Example Policy	http://emboj.embopress.org/authorguide#a5.5
31	Emerald		Enerald Open Access	http://www.emeraldgrouppublishing.com/openaccess/oa_policies.htm
31	Emerald		Originality Guidelines	http://www.emeraldgrouppublishing.com/authors/writing/originality.htm
31	Emerald		Emerald Author Rights	http://www.emeraldgrouppublishing.com/authors/writing/author_rights.htm
2049	EMH Schweizerischer Arzteverlag	EMH Swiss Medical Publishers	Example Policy	http://blog.smw.ch/about/open-access-policy-2/
2090	Emine		Policy	http://www.wojde.org/?pnum=6&pt=About+int.WOJDE
2116	Emory University, Library and Information Technology Services		Policy	http://southernspaces.org/submission-guidelines
3099	ENAG Editions		Policy	https://www.najfnr.org/about-open-access
32	Endocrine Society		Policy	http://press.endocrine.org/page/authors
746	Engg Journals Publications		Policy	http://www.enggjournals.com/ijcse/IJCSE-Open-Access-Statement.html
388	Engineering Integrity Society		Policy	http://www.e-i-s.org.uk/index-publications_journal.html
1387	Engineering, Technology and Applied Science Research	ETASR	Policy	http://www.etasr.com/index.php/ETASR/about/submissions#copyrightNotice
1627	Engineers Press		Policy	http://www.engineerspress.com/index.php?option=com_content&view=article&id=74&Itemid=92
252	English Folk Dance and Song Society		Policy	http://www.efdss.org/images/EFDSSASSETS/FMJ/EFDSS_FMJCopyrightForm.pdf
267	Entomological Society of America		Policy	http://www.entsoc.org/PDF/Pubs/Publish/Policies/Publishing_Agreement.pdf
737	Entomological Society of Canada	La Société D'Entomologie du Canada	Policy	http://www.esc-sec.ca/canent/Author_rights_and_privileges.pdf
2233	Enviro Research Publishers		Example Policy	http://www.agriculturejournal.org/submission/instructions-to-author/
1214	Eötvös Loránd Tudományegyetem, Állatrendszertani és Ökológiai Tanszék		Policy	http://opuscula.elte.hu/Instructions%20for%20authors.pdf
661	EPI SCP		Copyright Policy (Spanish)	http://www.elprofesionaldelainformacion.com/copyright.html
482	Equinox Publishing		Policy	https://www.equinoxpub.com/home/open-access-policy/
1466	eRittenhouse		Policy	http://www.erittenhouse.org/about/copyright/
1390	Ernst und Sohn		Policy	https://www.ernst-und-sohn.de/sites/default/files/uploads/service/autoren/EuS_CTA_DE_2016-02.pdf
848	Escola Superior de Educação de Paula Frassinetti	ESEPF	Policy	http://revista.esepf.pt/index.php/sabereducar/about/submissions#copyrightNotice
3180	Escola Superior de Propaganda e Marketing	ESPM	Policy	http://internext.espm.br/index.php/internext/about/submissions#copyrightNotice
2193	Escola Superior de Saúde da Cruz Vermelha Portuguesa		Policy	http://www.salutisscientia.esscvp.eu/Site/InstruccoesAutor.aspx
2455	Eternal Publication		Policy	http://www.eternalpublication.com/author_instruction.php
702	Ethnobotany Research and Applications		Policy	http://www.erajournal.org/ojs/index.php/era/about/submissions#copyrightNotice
2957	EU European Publishing		Policy	http://www.tobaccopreventioncessation.com/Open-Access,200.html
1206	Eurochem Publishing		Policy	http://www.eurjchem.com/index.php/eurjchem/about/submissions#copyrightNotice
1858	Eurooppalaisen filosofian seura		Policy	http://netn.fi/kirjoittajalle
2318	European Association for Transactional Analysis		Policy	http://www.ijtar.org/about/submissions#copyrightNotice
973	European Association of Fish Pathologists		Policy	http://eafp.org/bulletin-archive/
3070	European Association of Geoscientists and Engineers	EAGE	Policy	http://nsg.eage.org/index/openaccessinformation?p=139
1824	European Association of Remote Sensing Laboratories	EARSeL	Policy	http://www.eproceedings.org/static/general/copyright.html
2499	European Centre for Disease Prevention and Control		Policy	http://www.eurosurveillance.org/Public/EditorialPolicy/EditorialPolicy.aspx
185	European Geosciences Union	EGU	Example Policy	http://www.nonlinear-processes-in-geophysics.net/general_information/license_and_copyright.html
540	European Journal of Entomology		Policy	https://www.eje.cz/artkey/inf-990000-2100_Home.php
481	European Microwave Association	EuMA	Policy	http://www.eumwa.org/en/conferences
219	European Optical Society		Policy	https://www.jeos.org/index.php/jeos_rp/about
1896	European Physical Society		Policy	https://authors.epletters.net/4DCGI/_authors&Open_Access_form/-1/0/0/0/0/0/107350977
2333	European Regional Science Association	ERSA	Policy	http://openjournals.wu.ac.at/ojs/index.php/region/about/submissions#copyrightNotice
357	European Respiratory Society		Example Policy	http://erj.ersjournals.com/site/misc/ifora.xhtml
1351	European Royal Society		Policy	http://journal.theroyalsociety.eu/index.php?journal=JERSY&page=about&op=submissions#copyrightNotice
234	European Society of Endocrinology		Self-archiving Policy	http://www.eje-online.org/site/misc/archiving_policy.xhtml
2179	European Space Agency, Advanced Concepts Team		Policy	http://www.esa.int/gsp/ACT/publications/ActaFutura/#licence
2653	Everscience Publications		Policy	http://www.ijcna.org/Copyright.pdf
106	Evolutionary Ecology		Policy	http://www.evolutionary-ecology.com/copyright.pdf
525	Excogitation and Innovation Laboratory		Policy	http://www.eilab.org/PNguide.htm
2200	Exercise Fitness and Health Alliance		Policy	http://www.efha.in/statements/policy
297	Expert Reviews	formerly Future Drugs	Author Rights	http://informahealthcare.com/page/resources/authors
297	Expert Reviews	formerly Future Drugs	Copyright and Permissions	http://informahealthcare.com/userimages/ContentEditor/1255620309227/Copyright_And_Permissions.pdf
297	Expert Reviews	formerly Future Drugs	NIH and Wellcome Trust Policy	http://informahealthcare.com/page/resources/authors
1546	F1000Research		Policy	https://f1000research.com/about/legal/publicationtermsandconditions
2056	Faculdade Cenecista da Ilha do Governador	FACIG	Policy	http://www.cnecrj.com.br/ojs/index.php/temiminos/about/submissions#copyrightNotice
748	Faculdade Cenecista de Campo Largo	FACECLA	Policy	http://revistas.facecla.com.br/
2721	Federal State Budgetary Educational Institution of Higher Education	National Research Ogarev Mordovia State University	Policy	http://vestnik.mrsu.ru/index.php/en/editorial-policy
211	Federation of American Society of Experimental Biology	FASEB	Policy	http://www.fasebj.org/site/misc/edpolicies.xhtml#Open_Access_Option_for_Authors_
555	Feinstein Institute for Medical Research		Policy	http://molmed.org/journal/open-access
1435	Ferrata Storti Foundation		Policy	http://www.haematologica.org/information-for-authors
2652	Finance and Society		Policy	http://financeandsociety.org/instructions-for-authors/
491	Finnish Zoological and Botanical Publishing Board		Policy	http://www.sekj.org/Info/copyrights.htm
1932	Firenze University Press		Policy	http://www.fupress.com/openaccess
974	Fitness Information Technology		Policy	http://www.fitinfotech.com/FiTpolicy.pdf
159	Florida Entomological Society		general Open Access policies	http://www.fcla.edu/FlaEnt/fe_about.htm
1888	Florida Historical Society		Policy	http://history.cah.ucf.edu/fhq/copyright.php
2796	Forschungszentrum Jülich, Central Library		Policy	http://jlsrf.org/index.php/lsf/about/submissions#copyrightNotice
1528	Foundation Compositio Mathematica		Explanation of copyright policy	http://www.compositio.nl/copyright.html
1528	Foundation Compositio Mathematica		Copyright License	http://www.compositio.nl/CMATlicence.pdf
722	Foundation for Rehabilitation Information		Policy	https://www.medicaljournals.se/jrm/open-access-policy
2293	Foundation for Student Science and Technology		Policy	http://journal.fsst.ca/index.php/jsst/about/submissions#copyrightNotice
1709	Foundation of Computer Science		Policy	http://www.ijcaonline.org/authors-rights
2961	Foundation of Nursing Studies	FONS	Policy	http://www.fons.org/library/author-guidelines.aspx
2267	Foundation Pro Scientia Publica		Policy	http://www.jecs.pl/publication/
3178	Franz Steiner Verlag		Policy	http://www.steiner-verlag.de/fuer-autoren/selbstarchivierung.html
2456	Free Mind Publishing		Policy	http://www.e-editura.ro/jetk/JETK_article_requirements.pdf
2908	Freie Universität Berlin, Margherita-von-Brentano-Zentrum		Policy	https://www.querelles-net.de/index.php/qn/about/submissions#copyrightNotice
427	Frontiers in Bioscience		Guide to Authors	https://www.bioscience.org/authors
600	Frontiers Media		General Conditions for Authors	http://www.frontiersin.org/WebTerms.aspx
600	Frontiers Media		Copyright Policy	http://www.frontiersin.org/Copyright.aspx
600	Frontiers Media		FAQ	http://www.frontiersin.org/about/faq
2563	Fundacao Getulio Varagas	FGV	Policy	http://bibliotecadigital.fgv.br/ojs/index.php/rap/pages/view/copyright
1416	Fundación iS+D para la Investigación Social Avanzada		Policy	http://www.isdfundacion.org/publicaciones/revista/pdf/condiciones-publicacion-prisma-social-isd.pdf
1614	Fundación Universitaria Juan de Castellanos			http://www.revistasjdc.com/main/index.php/reyte.Example policy&lt;/a
2018	Fundación Universitaria Luis Amigó		Example Policy	http://www.funlam.edu.co/revistas/index.php/RCCS/about/submissions#copyrightNotice
2850	Future Academy		Policy	http://www.futureacademy.org.uk/publication/EpSBS/
2949	Future Energy Service and Publishing		Policy	http://futureenergysp.com/index.php/tre/about/submissions#copyrightNotice
420	Future Medicine		Policies	http://www.futuremedicine.com/page/authors.jsp#Policies
697	Future Science		Policy	https://www.future-science.com/authorguide
2463	Gazeta de Antropologia		Policy	http://www.gazeta-antropologia.es/?page_id=17
1636	Gazi Üniversitesi, Diş Hekimliği Fakültesi		Policy	http://gudisdergi.gazi.edu.tr/posts/view/title/yayin-hakki-sartlari-47290
2574	General Directorate of Mineral Research and Exploration		Policy	http://dergi.mta.gov.tr/index.php?id=yayim-kurallari
2405	Generalitat de Catalunya, Departament de Territori i Sostenibilitat		Policy	http://www.rcda.cat/index.php/rcda/about/submissions#copyrightNotice
439	Genetics Society of America		Policy	http://www.genetics.org/site/misc/ifora.xhtml#POLICY%20ON%20PRE-PRINT%20DEPOSITS
2066	Geneva Institute for Democracy and Development		Policy	http://eejepl.gidd.eu.org/legal.htm
2741	Geodynamics Research International Bulletin		Policy	http://www.geo-dynamica.com/English%20Shivename.html
951	Geographical Association		Policy	http://www.geography.org.uk/journals/journals.asp
2325	Geographical Society of Ireland		Policy	http://irishgeography.ie/index.php/irishgeography/about/submissions#copyrightNotice
33	Geological Society		Policy	http://www.geolsoc.org.uk/author_terms
105	Geological Society of America		Policy	http://www.geosociety.org/gsa/pubs/openaccess.aspx
3012	Geological Society of Finland		Policy	http://www.geologinenseura.fi/bulletin/
257	Georg Thieme Verlag		Publishing Policies	https://www.thieme.de/de/synlett/publishing-policies-58895.htm
257	Georg Thieme Verlag		Institutional Repository Policy	https://www.thieme.de/statics/dokumente/thieme/final/de/dokumente/zw_synthesis/CFZ-Thieme-Institutional-Repositories-Policy.pdf
34	Georgetown University Law Center		Policy	http://www.law.georgetown.edu/journals/info.html#copyright
966	Georgia State University, Department of English		Policy	http://www.sli.gsu.edu/guidelines.php
851	GEOTIC	GEOlogia e Tecnologias da Informação e Comunicação	Copyright Page	http://metododirecto.pt/ojs/index.php/e-terra/about
2270	Geozon Science Media		Open Access Policy	http://www.geozon.info/service/open-access/
2270	Geozon Science Media		Instructions for Authors	http://quaternary-science.publiss.net/pages/9
1044	GERFLINT		Policy	http://gerflint.fr/politique-editoriale-generale
643	German Institute of Global and Area Studies / Leibniz-Institut für Globale und Regionale Studien	GIGA	Policy	http://journals.giga-hamburg.de/index.php/jpla/about/submissions#copyrightNotice
689	German Medical Science		Policy	http://www.egms.de/static/en/terms.htm#pub
403	Gerontological Society of America		Policy	http://www.oxfordjournals.org/our_journals/geront/for_authors/
2189	GESDAV	Foundation for Education, Health, Social Cooperation and Solidairty of the People of the Gulhane	Policy	http://www.jicep.com/?sec=gfa
3127	Gesellschaft für Information		Example Policy	https://gi.de/service/publikationen/lni/
2215	Girijananda Chowdhury Institute of Pharmaceutical Science, Phytotherapy Research Group		Policy	http://irjps.in/in_f_author.php
2575	Global Journal of Environmental Science and Management		Policy	http://www.gjesm.net/journal/authors.note
1312	Global Journal of Research on Medicinal Plants and Indigenous Medicine		Policy	http://gjrmi.com/Guidelines.aspx
480	Global Science Books		Policy	http://www.globalsciencebooks.info/Journals/images/InstructionsGuidelinesForAuthors.pdf
2184	Global Science Research Journals		Open Access Model	http://www.globalscienceresearchjournals.org/resources/publishing-process
2184	Global Science Research Journals		Creative Commons License	http://www.globalscienceresearchjournals.org/about
2576	Global Society of Scientific Research and Researchers		Policy	http://gssrr.org/index.php?journal=JournalOfBasicAndApplied&page=about&op=submissions#copyrightNotice
2641	Glorigin LifeSciences		Policy	http://ijcdr.net/instructions_to_authors.php
2378	Göteborgs Universitet, Akademin Valand		Policy	http://www.parsejournal.com/journal/submission/
1557	Göteborgs Universitet, Förvaltningshögskolan		Policy	http://ojs.ub.gu.se/ojs/index.php/sjpa/about/editorialPolicies#openAccessPolicy
720	Graz University of Technology, Institut für Informationssysteme und Computer Medien	IICM	Copyright Transfer Statement	http://www.jucs.org/ujs/jucs/info/submissions/copyright.html
3137	Green Lines Institute for Sustainable Development		Policy	http://www.ijhsd.greenlines-institute.org/authors_rights.html
1640	Greenleaf Publishing		Policy	http://www.greenleaf-publishing.com/content/Greenleaf%20Publishing%20copyright%20form.doc
2069	GRIAS	Group for Research on Interdisciplinary Applied Sciences	Policy	http://www.ajphsci.com/index.php/ajphsci/about/submissions#copyrightNotice
2578	Grodno Sate Medical University		Policy	http://en.journal-grsmu.by/ethical-principles-of-editorial-staff.html
2579	Grupo Complutense de Investigación en Didáctica de las Matemáticas		Policy	http://www.edma0-6.es/index.php/edma0-6/about/submissions#copyrightNotice
1005	Grupo Comunicar		Policy	http://www.revistacomunicar.com/index.php?contenido=normas
3236	Gruppo Entomologico Toscano		Policy	http://www.onychium.it/en/guidelines
371	Guilford Press		Policy	https://www.guilford.com/permissions
2249	Guttmacher Institute		Policy	http://www.guttmacher.org/guidelines/guidelines_ipsrh.html
2851	Gwerddon		Policy	http://www.gwerddon.cymru/en/media/main/gwerddon/pdfs/Trwydded-i-Gyhoeddi.pdf
1062	Gyldendal Akademisk	Gyldendal Academic	This publisher uses the Norwegian Non-Fiction Writers and Translators Association Contract for journals	http://www.nffo.no/viewfile.aspx?id=143
2124	HAU Society for Ethnographic Theory		Policy	http://www.haujournal.org/index.php/hau/about/submissions#copyrightNotice
35	Haworth Press		Policy	http://www.tandf.co.uk/journals/copyright.asp
590	Health and Medical Publishing Group	HMPG	Policy	http://www.samj.org.za/index.php/samj/about/submissions#copyrightNotice
993	Hegeler Institute		Policy	http://www.themonist.com/authors/reprint-permissions
2827	Heidelberg University Publishing	heiUP	Policy	http://heiup.uni-heidelberg.de/publishing/rights_and_licences
693	Heilpädagogik online		Policy	http://heilpaedagogik-online.com/beschreibungen.php#autoren
1727	Hellenic Centre for Marine Research		Policy	http://www.medit-mar-sc.net/index.php/marine/about/submissions#copyrightNotice
2979	Hellenic Open University, School of Humanities		Policy	http://rpltl.eap.gr/about-rpltl
1733	Helvetic Editions		Policy	http://elvedit.com/journals/IJRTCE/wp-content/uploads/2013/02/elvedit-CopyrightsTransfer-Form.pdf
777	Hemeroteca Científica Catalana		Example Copyright statement	http://revistes.iec.cat/index.php/ASCF/about/submissions#copyrightNotice
2399	Hëna e Plotë, Bedër University, Faculty of Philology and Education		Policy	http://bjes.beder.edu.al/pages.php
153	Herpetologists League		Policy	http://www.hljournals.org/page/permissions
216	HFSP Publishing		Policy	http://scitation.aip.org/journals/doc/HFSPJX-home/info/authors.jsp
1562	Higher Education Academy		Policy	http://journals.heacademy.ac.uk/userimages/ContentEditor/1365334878129/Contributor%20Agreement.pdf
522	Higher Education Academy, Centre for Education in the Built Environment		Policy	http://cebe.cf.ac.uk/jebe/submission.php
1013	Higher Education Academy, Engineering Subject Centre		Policy	http://www.heacademy.ac.uk/resources/detail/publications/Contributor_Agreement_for_journals
970	Higher Education Academy, UK Centre for Bioscience		Policy	http://www.bioscience.heacademy.ac.uk/journal/submissions/authorins.aspx
2879	Higher Education Press		Policy	http://engineering.cae.cn/fase/EN/column/column24266.shtml
1837	Hikari		Open Access	http://www.m-hikari.com/open.html
1837	Hikari		Author Guidelines	http://www.m-hikari.com/guidelines.html
100	Hindawi Publishing Corporation		Example Policy	http://www.hindawi.com/journals/apm/guidelines/
2035	Hipatia Press		Policy	http://hipatiapress.com/about/
1406	Hirzel Verlag	S. Hirzel Verlag	Copyright and Self-archiving Policy	http://www.acta-acustica-united-with-acustica.com/for-authors/copyright-self-archiving-policy.html
1406	Hirzel Verlag	S. Hirzel Verlag	Copyright Transfer Statement	http://www.acta-acustica-united-with-acustica.com/fileadmin/Dateien/Download/Copyright_Transfer_Statement.pdf
506	Histochemical Society		Information for Authors	http://mc.manuscriptcentral.com/societyimages/hcs/Info_For_Authors_and_Checklist2011.pdf
506	Histochemical Society		License Form	http://mc.manuscriptcentral.com/societyimages/hcs/JHC%20-%20ELP.pdf
165	Hogrefe		Policy	https://us.hogrefe.com/service/for-authors/for-journal-authors/guidelines-on-sharing-and-use-of-articles-in-hogrefe-journals
2639	Hong Kong Institute of Steel Construction		Policy	http://www.ascjournal.com/index.php?option=com_content&view=article&id=83&Itemid=576
2680	Horizon Publisher India	HPI	Policy	http://www.jebas.org/?page_id=52
778	Horizon Scientific Press		Policy	http://www.horizonpress.com/cimbsubmit
1319	Hospital Fernando Fonseca, Servico de Psiquiatria		Policy	http://www.psilogos.com/Guidelines.htm
1710	Hrvatsko drutvo kemijskih inenjera i tehnologa	HDKI	Policy	http://pierre.fkit.hr/hdki/cabeq/instructions/instructions.html
327	Human Factors and Ergonomics Society		Policy	http://www.hfes.org/Documents/CopyrightTransfer.pdf
300	Human Kinetics		Policy	http://journals.humankinetics.com/page/copyright
2074	Human Resource Management Academic Research Society		Policy	http://hrmars.com/index.php/pages/detail/Instructions-for-Authors
319	Humana Press		Self-archiving policy	http://www.springer.com/gp/open-access/authors-rights/self-archiving-policy/2124
319	Humana Press		Authors Rights	http://www.springer.com/gp/open-access/authors-rights
319	Humana Press		Funder Compliance	http://www.springer.com/gp/open-access/authors-rights/funder-compliance/6332
2778	Humboldt in the Net		Policy	http://www.hin-online.de/index.php/hin/about/submissions#copyrightNotice
2669	Hungarian Central Statistical Office		Policy	http://www.ksh.hu/terstat_eng_description
2097	Hygeia Press di Corridori Marinella		Policy	http://www.jpnim.com/index.php/jpnim/about/editorialPolicies#custom-11
1463	Høgskolen i Oslo og Akershus		Example Policy	https://journals.hioa.no/index.php/nbf/about/submissions#copyrightNotice
2145	IAFOR	International Academic Forum	Policy	http://iafor.org/iafor/ijsee-policies/
1179	IfCoLog	International Federation of Computational Logic	Policy	http://www.lmcs-online.org/ojs/copyright.php
455	IGI Global		Open Access	http://www.igi-global.com/publish/contributor-resources/open-access/
455	IGI Global		Fair Use Policy	https://www.igi-global.com/about/rights-permissions/content-reuse/
1181	IJCSI Press		IJCSI Frequently Asked Questions	http://www.ijcsi.org/faq.php
1181	IJCSI Press		Copyright Form	http://www.ijcsi.org/res/IJCSI_Copyright_Form.doc
1497	IJMESS International Publishers		Copyrights, Licensing & Archiving	http://www.ijmess.com/whyijmess.php
1497	IJMESS International Publishers		IJMESS Policy	http://www.ijmess.com/policy.php
2673	IJPHY Publisher		Policy	http://www.ijphy.org/editorial-policies.php
3225	IJS Publishing Group		Example Policy	https://www.amsprotocols.com/about/submissions/
2388	IJSER Publications		Policy	http://www.ijser.org/PrivacyPolicy.aspx
3095	IKER	Centre de recherche sur la langue et les textes basques	Policy	https://lapurdum.revues.org/?page=informations
2783	Il Denaro Group		Policy	http://www.anthrojournal-urbanities.com/information-guidelines/permissions/
2905	ILIRIA College		Policy	http://iliriapublications.org/index.php/iir/about/submissions#copyrightNotice
460	IM Publications		Policy	http://www.impublications.com/content/copyright-and-permissions
2322	IMA - Press		Policy	http://mrj.ima-press.net/index.php/mrj/about/submissions#copyrightNotice
2043	IMED		Example Policy	http://seer.imed.edu.br/index.php/revistapsico/about/submissions#copyrightNotice
1721	Immigrant Institutet		Policy	http://www.immi.se/intercultural/policy.html
1676	Impact Journals		Example Policy	http://www.aging-us.com/for-authors
36	Imperial College Press		Policy	http://www.icpress.co.uk/journals.shtml
3042	Imprensa da Universidade de Coimbra		Example Policy	http://impactum-journals.uc.pt/index.php/boletimauc/about/submissions#copyrightNotice
561	Imprint Academic		Policy	http://www.imprint.co.uk/open-access/
1611	In the Library with the Lead Pipe		Policy	http://www.inthelibrarywiththeleadpipe.org/about/
2788	Incisive Media		Policy	http://www.risk.net/static/copyright-and-permissions
1746	Independent Journal of Management and Production		Policy	http://www.ijmp.jor.br/index.php/ijmp/about/submissions#copyrightNotice
148	Inderscience		post-print policy	http://www.inderscience.com/info/inauthors/author_copyright.php#entitlement
1313	Indian Academy of Sciences		Example PACT Form	http://www.ias.ac.in/resonance/Guide_PACT.pdf
1842	Indian Dental Association, Jammu and Kashmir Branch		Policy	http://www.dherald.in/pages.php?fuse=5
930	Indian Pharmaceutical Association		Policy	http://www.ijpsonline.com/disclaimer.asp
609	Indian Society of Gastroenterology	ISG	Disclaimer and Copyrights	http://www.indianjgastro.com/submission.php
609	Indian Society of Gastroenterology	ISG	Springer Self-archiving Policy	http://www.springer.com/authors/journal+authors?SGWID=0-154202-12-467999-0
922	Indiana Library Federation		Policy	http://journals.iupui.edu/index.php/IndianaLibraries/about/submissions#copyrightNotice
111	Indiana University Mathematics Journal		Policy	http://www.iumj.indiana.edu/Authors/copypolicy.php
340	Indo-Pacific Journal of Phenomenology		Policy	http://www.ipjp.org/index.php?option=com_content&view=article&id=11&Itemid=5
469	Industrial and Labor Relations Review		Policy	http://digitalcommons.ilr.cornell.edu/ilrreview/archivingpolicy.html
1928	Infinity Press		Policy	http://infinitypress.info/index.php/jsss/about/submissions#copyrightNotice
3183	Infonomics Society		Example Polocy	http://infonomics-society.org/wp-content/uploads/IJI-Copyright-Form.pdf
348	Informa Healthcare		Author Rights	http://informahealthcare.com/page/resources/authors
348	Informa Healthcare		Copyright and Permissions	http://informahealthcare.com/userimages/ContentEditor/1255620309227/Copyright_And_Permissions.pdf
348	Informa Healthcare		NIH and Wellcome Trust Policy	http://informahealthcare.com/page/resources/authors
2924	Informaatiotutkimuksen yhdistys - ITY ry		Policy	https://journal.fi/inf/about
710	Informing Science Institute		Policy	http://www.informingscience.org/Pages/FAQ
134	INFORMS	Institute for Operations Research and Management Sciences	Example Policy	http://pubsonline.informs.org/page/moor/submission-guidelines#Accepted
2225	Innovative Research Publications		Example Policy	http://ijset.com/ijset/publication/IJSET%20CRF.pdf
3004	Insight Medical Publishing	iMedPub	Policy	http://primarycare.imedpub.com/copyright.php
2793	Institución Universitaria Pascual Bravo		Policy	http://www.pascualbravo.edu.co/cintex/index.php/cintex/about/submissions#copyrightNotice
2227	Institut d'Estadística de Catalunya	IDESCAT	Policy	http://www.idescat.cat/sort/publishing.html
1958	Institut de Hautes Etudes Internationales et du Developpement	Graduate Institute of International and Development Studies	Policy	http://poldev.revues.org/70
2633	Institut für Qualitative Forschung		Policy	http://www.qualitative-research.net/index.php/fqs/about/submissions#copyrightNotice
2892	Institut Marocain de l'Information Scientifique et Technique	IMIST	Policy	http://revues.imist.ma/?journal=JMSR&page=about&op=submissions#copyrightNotice
3052	Institut National d'Histoire de l'Art		Policy	https://perspective.revues.org/?page=informations
2901	Institut Teknologi Bandung, School of Business and Management		Policy	http://journal.sbm.itb.ac.id/index.php/ajtm/about/submissions#authorGuidelines
2002	Institut Veolia Environnement		Example Policy	http://sapiens.revues.org/278
2345	Institut za Filozofiju i Drustvenu Teoriju Beograd	Institute for Philosophy and Social Theory	Policy	http://instifdt.bg.ac.rs/tekstovi/FiD/FID_MALPRACTICE_STATEMENT.pdf
2366	Institute for Research and European Studies - Bitola		Policy	http://e-jlia.com/author-guidelines
610	Institute Henri Poincaré		Policy	http://www.imstat.org/publications/copyrights/copyrightTA.pdf
